,Plantnummer:,Maximale groeihoogte (in CM):,Wintergroen?:,Bloeimaand:,Vochtigheid grond:,Positie in de tuin:,Bladkleur:,Bloemkleur:,Plantenfamilie:,Nederlandse naam:,Geslacht:,Plantdichtheid Aantal planten per m2:,Type,winterhard:,Wat voor soort grond past erbij?:,Bijvriendelijk:,Soort bodem:,Type tuin :,Snoeiperiode:,Giftig:,Groeiwijze klimplant:,Ondersteuning klimplant:,Haagplanten per strekkende meter:,pH waarde:,Stekels:,Planttijd:,Voeding / Bemesting:,Voeding periode:,Maintenance,Maintenance description
74,YAR842,25,Ja,"Mei, Juni",Droog-vochthoudend,"Schaduw, Halfschaduw",Groen,Roze,Lamiaceae,Dovenetel,Lamium,,Borderplanten,,,,,,,,,,,,,,,,Laag,"Na de bloei, maar pas als de plant lelijk wordt, terugknippen tot de grond. De plant loopt dan weer fris uit."
75,YAR3165,60,Ja,"Mei, Juni",Vochthoudend,"Schaduw, Halfschaduw",Groen,"Roze, Paars",Lamiaceae,Dovenetel,Lamium,,Borderplanten,,,,,,,,,,,,,,,,Laag,"Na de bloei, maar pas als de plant lelijk wordt, terugknippen tot de grond. De plant loopt dan weer fris uit."
76,YAR3359,40,Nee,"Mei, Juni",Vochthoudend,"Schaduw, Halfschaduw",Groen,Wit,Lamiaceae,Dovenetel,Lamium,,Borderplanten,,,,,,,,,,,,,,,,Laag,"Na de bloei, maar pas als de plant lelijk wordt, terugknippen tot de grond. De plant loopt dan weer fris uit."
77,YAR3754,400,Nee,"April, Mei",Vochthoudend,"Halfschaduw, Zon",Groen,Wit,Rosaceae,Krentenboompje,Amelanchier,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft weinig gesnoeid te worden. Eventueel na de bloei enkele oude takken verwijderen.
78,YAR2676,50,Nee,"Oktober, September, Augustus, Juli, Juni",Droog-vochthoudend,Zon,"Groen, Grijs",Oranje,Lamiaceae,Dropplant,Agastache,7-9,Borderplanten,,,Ja,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
79,YAR3749,50,Nee,"Oktober, September, Augustus, Juli, Juni",Droog-vochthoudend,Zon,"Groen, Grijs",Oranje,Lamiaceae,Dropplant,Agastache,7-9,Borderplanten,,,Ja,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
80,YAR3498,90,Nee,"Augustus, Juli",Droog-vochthoudend,Zon,"Groen, Grijs","Roze, Rood",Lamiaceae,Dropplant,Agastache,7-9,Borderplanten,,,Ja,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
81,YAR3750,90,Nee,"Augustus, Juli",Droog-vochthoudend,Zon,"Groen, Grijs","Paars, Blauw",Lamiaceae,Dropplant,Agastache,7-9,Borderplanten,,,Ja,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
82,YAR4087,40,Ja,"September, Augustus, Juli, Juni",Droog-vochthoudend,"Zon, Halfschaduw","Groen, Grijs","Blauw, Paars",Caprifoliaceae,Duifkruid,Scabiosa,8-11,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
83,YAR4056,60,Nee,"Augustus, Juli, Juni",Droog,Zon,Groen,Wit,Asteraceae,Duizendblad,Achillea,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
84,YAR2035,100,Nee,"Augustus, Juli, Juni",Droog-vochthoudend,Zon,"Groen, Grijs",Geel,Asteraceae,Duizendblad,Achillea,8,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
85,YAR3578,125,Nee,"Augustus, Juli, Juni",Droog-vochthoudend,Zon,"Groen, Grijs",Geel,Asteraceae,Duizendblad,Achillea,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
86,YAR1939,125,Nee,"Augustus, Juli, Juni",Droog-vochthoudend,Zon,"Groen, Grijs",Rood,Asteraceae,Duizendblad,Achillea,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
87,YAR490,70,Nee,"Augustus, Juli, Juni",Droog,Zon,"Groen, Grijs",Oranje,Asteraceae,Duizendblad,Achillea,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
88,YAR653,80,Nee,"September, Augustus, Juli, Juni",Droog-vochthoudend,Zon,Groen,"Geel, Zwart",Asteraceae,Duizendblad,Achillea,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
89,YAR2140,60,Ja,"Juni, Juli, Augustus",Droog,Zon,Grijs,Geel,Asteraceae,Duizendblad,Achillea,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
90,YAR1559,50,Ja,"Augustus, Juli, Juni",Droog,Zon,"Groen, Grijs",Geel,Asteraceae,Duizendblad,Achillea,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
91,YAR2891,125,Nee,"Augustus, Juli, Juni",Droog-vochthoudend,Zon,"Groen, Grijs","Oranje, Geel",Asteraceae,Duizendblad,Achillea,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
92,YAR4041,100,Nee,"Augustus, Juli, Juni",Droog-vochthoudend,Zon,"Groen, Grijs",Geel,Asteraceae,Duizendblad,Achillea,5-7,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
93,YAR802,15,Ja,"Juni, Juli",Vochthoudend,Zon,Grijs,Wit,Asteraceae,Duizendblad,Achillea,11-15,Borderplanten,,Neutraal tot basisch,,,Rotstuin,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
94,YAR1083,70,Ja,"Juli, Augustus",Droog,Zon,Grijs,Geel,Asteraceae,Duizendblad,Achillea,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
95,YAR63,125,Nee,"Juli, Augustus",Droog-vochthoudend,Zon,"Groen, Grijs",Geel,Asteraceae,Duizendblad,Achillea,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,"Het beste kunt u de plant iedere drie jaar opnemen, scheuren en herplanten om de bloemvorming te behouden."
96,YAR1638,125,Nee,"Juli, Augustus",Droog,Zon,"Groen, Grijs",Wit,Asteraceae,Duizendblad,Achillea,3-5,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
97,YAR1426,30,Nee,"Juni, Juli, Augustus",Droog,Zon,Grijs,Geel,Asteraceae,Duizendblad,Achillea,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
98,YAR957,20,Ja,"Augustus, Juli, Juni",Droog-vochthoudend,Zon,"Groen, Grijs",Geel,Asteraceae,Duizendblad,Achillea,8-11,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
99,YAR1097,20,Ja,"Augustus, Juli, Juni",Droog-vochthoudend,Zon,"Groen, Grijs",Geel,Asteraceae,Duizendblad,Achillea,8-11,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
100,YAR1521,15,Ja,"Juni, Juli",Vochthoudend,Zon,Grijs,Wit,Asteraceae,Duizendblad,Achillea,11-15,Borderplanten,,,,,Rotstuin,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
101,YAR2875,10,Ja,"Juni, Juli, Augustus",Droog-vochthoudend,Zon,Grijs,Geel,Asteraceae,Duizendblad,Achillea,25,Borderplanten,,Neutraal tot basisch,,,,,,,,,,,,,,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.
102,YAR4051,25,Ja,"Oktober, September, Augustus, Juli, Juni",Vochthoudend,"Zon, Halfschaduw",Groen,"Roze, Rood",Polygonaceae,Duizendknoop,Persicaria,8-11,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
103,YAR759,20,Ja,"Juli, Augustus, September",Vochthoudend,Zon,Groen,Roze,Polygonaceae,Duizendknoop,Persicaria,8-11,Borderplanten,Ja,,,,Rotstuin,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
104,YAR2778,25,Ja,"Oktober, September, Augustus, Juli, Juni",Vochthoudend,Zon,Groen,"Roze, Rood",Polygonaceae,Duizendknoop,Persicaria,8-11,Borderplanten,,,,,Rotstuin,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
105,YAR2677,25,Ja,"Oktober, September, Augustus, Juli, Juni",Vochthoudend,Zon,Groen,"Roze, Rood",Polygonaceae,Duizendknoop,Persicaria,9,Borderplanten,,,,,Rotstuin,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
106,YAR1132,25,Ja,"Oktober, September, Augustus, Juli, Juni",Vochthoudend,Zon,Groen,Roze,Polygonaceae,Duizendknoop,Persicaria,8-11,Borderplanten,,,,,Rotstuin,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
107,YAR3303,25,Ja,"Oktober, September, Augustus, Juli, Juni",Vochthoudend,Zon,Groen,"Roze, Rood",Polygonaceae,Duizendknoop,Persicaria,8-11,Borderplanten,,,,,Rotstuin,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
108,YAR3688,100,Nee,"Oktober, September, Augustus, Juli",Droog-vochthoudend,Zon,Groen,Paars,Polygonaceae,Duizendknoop,Persicaria,3-5,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
109,YAR3308,90,Nee,"September, Augustus, Juli",Droog-vochthoudend,"Zon, Halfschaduw",Groen,"Paars, Rood",Polygonaceae,Duizendknoop,Persicaria,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
110,YAR1309,90,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,Wit,Polygonaceae,Duizendknoop,Persicaria,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
111,YAR2378,100,Nee,"Oktober, September, Augustus, Juli",Droog-vochthoudend,Zon,Groen,Rood,Polygonaceae,Duizendknoop,Persicaria,3-5,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
112,YAR3337,80,Nee,"September, Augustus, Juli, Juni",Droog-vochthoudend,Zon,Groen,Rood,Polygonaceae,Duizendknoop,Persicaria,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
113,YAR1588,90,Nee,"Juli, Augustus, September",Droog-vochthoudend,Zon,Groen,Roze,Polygonaceae,Duizendknoop,Persicaria,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
114,YAR548,90,Nee,"September, Augustus, Juli",Droog-vochthoudend,Zon,Groen,"Roze, Rood",Polygonaceae,Duizendknoop,Persicaria,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
115,YAR3209,70,Nee,"Mei, Juni, Juli",Vochthoudend-vochtig,Lichte schaduw / zon,Groen,Roze,Polygonaceae,Adderwortel,Persicaria,7-9,Borderplanten,,,,,vijvertuin,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
116,YAR1408,70,Nee,"Augustus, Juli",Vochthoudend,Schaduw,"Groen, Rood","Roze, Rood",Polygonaceae,Duizendknoop,Persicaria,7-9,Borderplanten,,,,,,,,,,,,,,,,Geen,De plant heeft geen speciale zorg nodig.
117,YAR3407,70,Nee,"Augustus, Juli",Vochthoudend,Schaduw,"Groen, Wit","Roze, Rood",Polygonaceae,Duizendknoop,Persicaria,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
118,YAR3571,80,Nee,"Oktober, September, Augustus",Droog,Schaduw,"Grijs, Paars",Wit,Polygonaceae,Duizendknoop,Persicaria,3-5,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
119,YAR978,120,Nee,"September, Augustus, Juli, Juni",Droog-vochthoudend,Zon,Groen,Wit,Polygonaceae,Duizendknoop,Persicaria,3-5,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
120,YAR2933,150,Nee,"Augustus, September",Vochthoudend-vochtig,Zon,Groen,Wit,Polygonaceae,Duizendknoop,Persicaria,5-7,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
121,YAR2271,20,Nee,"Juni, Juli",Vochthoudend,Lichte schaduw,Groen,Wit,Polygonaceae,Duizendknoop,Persicaria,11-15,Borderplanten,,,,,Rotstuin,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
122,YAR1507,20,Nee,"Juni, Juli, Augustus",Vochthoudend-vochtig,Lichte schaduw,Groen,Wit,Polygonaceae,Duizendknoop,Persicaria,25,Borderplanten,,,,,Rotstuin,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
123,YAR1061,75,Nee,,Vochtig,Zon,Groen,,Betulaceae,Dwergberk,Betula,,Bomen,,Zuur tot zwak zuur,,,,,,,,,,,,,,Hoog,De bol in model brengen.
124,YAR2907,100,Nee,"Mei, Juni",Vochthoudend,Lichte schaduw / zon,Wit,Roze,Rosaceae,Dwergmispel,Cotoneaster,,Bodembedekkers,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
125,YAR3227,60,Nee,"Juli, Augustus",Droog-vochthoudend,Zon,Groen,Geel,Asteraceae,Echte guldenroede,Solidago,,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
126,YAR2164,50,Ja,"Juni, Juli",Droog,Zon,Grijs,Paars,Lamiaceae,Echte salie,Salvia,5-7,Borderplanten,,,,,,,,,,,,,,,,Hoog,"De uitgebloeide stengels fors terugknippen en de plant goed bemesten, dit zorgt voor een 2e bloei"
127,YAR2227,50,Ja,"Juni, Juli",Droog,Zon,Grijs,Wit,Lamiaceae,Echte salie,Salvia,5-7,Borderplanten,,,,,,,,,,,,,,,,Hoog,"De uitgebloeide stengels fors terugknippen en de plant goed bemesten, dit zorgt voor een 2e bloei"
128,YAR1160,50,Ja,"Juli, Juni",Droog,Zon,"Geel, Gemengd","Paars, Blauw",Lamiaceae,Echte salie,Salvia,5-7,Borderplanten,,,,,,,,,,,,,,,,Hoog,"De uitgebloeide stengels fors terugknippen en de plant goed bemesten, dit zorgt voor een 2e bloei"
129,YAR3674,50,Ja,"Juli, Juni",Droog,Zon,"Bruin, Rood","Paars, Blauw",Lamiaceae,Echte salie,Salvia,,Borderplanten,,,,,,,,,,,,,,,,Hoog,"De uitgebloeide stengels fors terugknippen en de plant goed bemesten, dit zorgt voor een 2e bloei"
130,YAR33,80,Nee,"Juli, Augustus, September",Vochthoudend,Zon,Groen,Roze,Asteraceae,Egelzonnehoed,Echinacea,7-9,Borderplanten,,,,,,,,,,,,,,,,Hoog,"De plant stelt een jaarlijkse mestbeurt en een bescheiden kalkgift op prijs. Geadviseerd wordt om Echinacea pallida iedere 3 tot 4 jaar op te nemen, te scheuren en terug te planten voor een optimale bloei."
131,YAR317,15,Ja,"Mei, Juni, Juli",Vochthoudend-vochtig,Zon,Groen,Wit,Plumbaginaceae,Engels gras,Armeria,,Borderplanten,,,,,,,,,,,,,,,,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden."
132,YAR2588,20,Ja,"Juli, Juni, Mei",Vochthoudend-vochtig,Zon,Groen,"Roze, Rood",Plumbaginaceae,Engels gras,Armeria,,Borderplanten,,,,,,,,,,,,,,,,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden."
133,YAR3196,20,Ja,"Augustus, Juli, Juni, Mei",Vochthoudend-vochtig,Zon,Groen,Roze,Plumbaginaceae,Engels gras,Armeria,,Borderplanten,,,,,,,,,,,,,,,,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden."
134,YAR78,20,Ja,"Juli, Juni, Mei",Vochthoudend-vochtig,Zon,Groen,"Roze, Rood",Plumbaginaceae,Engels gras,Armeria,,Borderplanten,,,,,,,,,,,,,,,,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden."
135,YAR3648,20,Ja,"Juli, Juni, Mei",Vochthoudend-vochtig,Zon,Groen,"Roze, Rood",Plumbaginaceae,Engels gras,Armeria,8,Bodembedekkers,Ja,,,,,,,,,,,,,,,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden."
136,YAR286,100,Nee,"September, Augustus, Juli, Juni",Droog-vochthoudend,Lichte schaduw / zon,Groen,Roze,Rosaceae,Engelse roos,Rosa,1,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Hoog,"Het eerste jaar na planten alle dunne takjes verwijderen en 2,3 of 4 takken die de struik heeft terugknippen zodat u 4-5 ""ogen"" overhoudt. Als bovenste oog kiest u een oog dat naar buiten is gericht. Volgende jaren: Allereerst worden alle beschadigde en kruisende takken weggeknipt. Hierna worden de oudste takken teruggeknipt tot vlak boven de grond. Dit bevordert de groei van nieuwe, stevige takken. De rest van de takken wordt afgeknipt op 40-50 cm hoogte. Tijdens de zomer worden de oude bloemen regelmatig verwijdert om de herbloei te bevorderen."
137,YAR3527,150,Ja,"Juni, Juli",Droog-vochthoudend,Lichte schaduw,Groen,Rood,Escalloniaceae,Escallonia,Escallonia,3-5,Tuin thema's en Meer,Ja,Zuur tot neutraal,Ja,,,"Juli, Augustus",,,,3-5,4.5-7,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
138,YAR3117,60,Nee,"Mei, Juni",Vochthoudend,Halfschaduw,Groen,Oranje,Primulaceae,Etage-primula,Primula,25,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
139,YAR2489,3000,Nee,,Vochthoudend-vochtig,Lichte schaduw / zon,Groen,,Pinaceae,Europese larix,Larix,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
140,YAR2273,50,Nee,,Vochthoudend-vochtig,Lichte schaduw / zon,Groen,,Pinaceae,Europese larix,Larix,,Tuin thema's en Meer,,Zuur tot neutraal,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
141,YAR3129,70,Nee,,Vochthoudend-vochtig,Lichte schaduw / zon,Groen,,Pinaceae,Europese larix,Larix,,Tuin thema's en Meer,,Zuur tot neutraal,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
142,YAR3363,2000,Nee,,Vochthoudend-vochtig,Lichte schaduw / zon,Groen,,Pinaceae,Europese larix,Larix,,Tuin thema's en Meer,,Zwak zuur tot licht basisch,,,,,,,,,,,,,,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.
143,YAR2718,50,Nee,"Augustus, Juli, Juni",Droog-vochthoudend,Zon,Groen,"Paars, Blauw",Asteraceae,Fijnstraal,Erigeron,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
144,YAR3400,60,Nee,"Augustus, Juli, Juni",Droog-vochthoudend,Zon,Groen,"Roze, Rood",Asteraceae,Fijnstraal,Erigeron,7-9,Borderplanten,,,Ja,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
145,YAR3156,60,Nee,"Juni, Juli, Augustus",Droog-vochthoudend,Zon,Groen,Roze,Asteraceae,Fijnstraal,Erigeron,7-9,Borderplanten,Ja,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
146,YAR1072,60,Nee,"Augustus, Juli, Juni",Droog-vochthoudend,Zon,Groen,Roze,Asteraceae,Fijnstraal,Erigeron,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
147,YAR1009,60,Nee,"Juni, Juli, Augustus",Droog-vochthoudend,Zon,Groen,Blauw,Asteraceae,Fijnstraal,Erigeron,7-9,Borderplanten,,,,,,,,,,,,,,,,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.
