,ID,Name,Type,Birds,Bees,Butterflies,Hedgehogs,Squirrels,Flowering period,Leaf color,Flower color,Evergreen,Plant growth,Sun exposure,Soil moisture,Maintenance,Maintenance description,Photo
50,50,Buxus sempervirens Buxushaag Palmboompje,Haagplanten,GeenVogels,GeenBijen,GeenVlinders,Egels,GeenEekhoorns,,BladGroen,,Wintergroen,30,Lichteschaduw Zon,Droog vochthoudend,,,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Buxus-haag.jpg"
51,51,Camelia Camellia japonica Lady Campbell,Heesters en Struiken,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Maart April Mei,BladGroen,BloemRood,Wintergroen,200,"Halfschaduw, zon",,,,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/IMG_1955.jpg"
52,52,Canadese krentenboompje Amelanchier canadensis,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,April Mei,BladGroen,BloemWit,NietWintergroen,400,"Halfschaduw, Zon",Vochthoudend vochtig,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/IMG_9159.jpg"
53,53,cheal treurkers prunus serrulata kiku shidare zakura/,Bomen,Vogels,Bijen,Vlinders,GeenEgels,Eekhoorns,April,BladGroen,BloemRoze,NietWintergroen,500,Lichteschaduw Zon,Vochthoudend vochtig,Gemiddeld,De boom hoeft niet echt gesnoeid te worden. Om de boom in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de boom te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Cheal's-treurkers-Prunus-serrulata-'Kiku-shidare-zakura'.jpeg"
54,54,Chinese Hazelaar corylus chinensis,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,,,,,,,,,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/chinese-hazelaar.jpg"
55,55,Chinese jeneverbes Juniperus chinensis Blaauw,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,,BladGroen BladBlauw,,Wintergroen,75,Lichteschaduw Zon,Droog vochthoudend,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3347_src.jpg"
56,56,Chrysant Dendranthema Clara Curtis,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Oktober,BladGroen,BloemRoze,NietWintergroen,70,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1435_src.jpg"
57,57,Cipressenkruid Santolina chamaecyparissus var lindavica,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus,BladGroen,BloemWit,Wintergroen,40,Zon,Droog,,,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2546_src.jpg"
58,58,Cipressenkruid Santolina chamaecyparissus var nana,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus,BladGrijs,BloemWit,Wintergroen,40,Zon,Droog,,,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_591_src.jpg"
59,59,Cipressenkruid Santolina rosmarinifolia,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus,BladBlauw,BloemGeel,Wintergroen,50,Zon,Droog,Laag,In het voorjaar kunt u de stengels met 1/3 inkorten.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3368_src.jpg"
60,60,Citroentijm Thymus x citriodorus Bertram Anderson,Borderplanten,GeenVogels,Bijen,GeenVlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGeel BladGemengd,BloemPaars,Wintergroen,10,Zon,Droog vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2100_src.jpg"
61,61,Citroentijm Thymus x citriodorus Villa Nova,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGeel BladGemengd,BloemPaars,Wintergroen,15,Zon,Droog vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3844_src.jpg"
62,62,Daglelie Hemerocallis Almatine,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemPaars,NietWintergroen,80,Zon,Droog vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_487_src.jpg"
63,63,Daglelie Hemerocallis Anzac,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemRood,NietWintergroen,60,Zon,Droog vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_728_src.jpg"
64,64,Daglelie Hemerocallis Autumn Red,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen,BloemRood BloemBruin,NietWintergroen,70,Zon,Droog vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_759_src.jpg"
65,65,daglelie hemerocallis chloe s child/,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen,BloemGeel,NietWintergroen,70,Zon,Droog vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_843_src.jpg"
66,66,Daglelie Hemerocallis Gentle Shepherd,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemWit,NietWintergroen,80,Zon,Droog vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_707_src.jpg"
67,67,Daglelie Hemerocallis Pink Damask,Borderplanten,GeenVogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus,BladGroen,BloemRoze,NietWintergroen,100,Halfschaduw Zon,Droog vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/tempFileForShare_20200715-082724.jpg"
68,68,Daglelie Hemerocallis Rood,Borderplanten,GeenVogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGroen,BloemRood,NietWintergroen,70,Halfschaduw Zon,Vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Hemerocallis-daglelie.jpg"
69,69,Daglelie Hemerocallis Roze,Borderplanten,GeenVogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Juni,BladGroen,BloemRoze,NietWintergroen,100,Halfschaduw Zon,Droog vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/tempFileForShare_20200715-082724.jpg"
70,70,Daglelie Hemerocallis Summer Wine,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGroen,BloemRood,NietWintergroen,80,Zon,Droog vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_642_src.jpg"
71,71,Darwins zuurbes Berberis darwinii,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni April,BladGroen,BloemGeel,Wintergroen,150,Lichteschaduw Halfschaduw,Vochthoudend vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/image1.jpeg"
72,72,Dik vetkruid Sedum dasyphyllum,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGrijs,BloemWit,Wintergroen,5,Zon,Droog vochthoudend,Laag,De plant kunt u het beste in de zomer niet teveel water geven. Wanneer u wel water gaat geven dan kunt u dat het beste s ochtends voor 10 uur doen. Dit heeft te maken met het het mogelijk optreden van een schimmel ( Volutella pachysandri) die tot uitval van de plant kan leiden. Door s ochtends te sproeien gaat de plant s avonds droog de nacht in.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_122_src.jpg"
73,73,Doornloze braam Rubus fruticosus Black Satin,Heesters en Struiken,GeenVogels,Bijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemWit,NietWintergroen,250,Zon,Droog vochthoudend,Hoog,Na het planten de bestaande scheut insnoeien tot 30 cm boven de grond. De nieuwe scheuten die uit de grond komen aanbinden. Maximaal 4 scheuten per plant aanhouden. Het tweede jaar dragen deze scheuten vruchten. Ook het tweede jaar weer 4 nieuwe grondscheuten aanbinden. U heeft dan 4 vruchtdragende en 4 nieuwe scheuten. Na de oogst worden de gedragen scheuten geheel verwijderd. Zo kunt u jaren doorgaan.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/BlackSatin-Rubus-Braam.jpeg"
74,74,Dovenetel Lamium garganicum,Borderplanten,Vogels,Bijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemRoze,Wintergroen,25,Halfschaduw Schaduw,Droog vochthoudend,Laag,"Na de bloei, maar pas als de plant lelijk wordt, terugknippen tot de grond. De plant loopt dan weer fris uit.",https://cdn.zilvercms.nl/q80/http://yarinde.zilvercdn.nl/uploads/photo/img-fallback-image.png
75,75,Dovenetel Lamium orvala,Borderplanten,Vogels,Bijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemRoze BloemPaars,Wintergroen,60,Halfschaduw Schaduw,Vochthoudend,Laag,"Na de bloei, maar pas als de plant lelijk wordt, terugknippen tot de grond. De plant loopt dan weer fris uit.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3332_src.jpg"
76,76,Dovenetel Lamium orvala Album,Borderplanten,Vogels,Bijen,GeenVlinders,GeenEgels,GeenEekhoorns,Mei Juni,BladGroen,BloemWit,NietWintergroen,40,Halfschaduw Schaduw,Vochthoudend,Laag,"Na de bloei, maar pas als de plant lelijk wordt, terugknippen tot de grond. De plant loopt dan weer fris uit.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3685_src.jpg"
77,77,Drents krentenboompje Amelanchier laevis,Heesters en Struiken,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,April Mei,BladGroen,BloemWit,NietWintergroen,400,"Halfschaduw, Zon",Vochthoudend,Gemiddeld,De plant hoeft weinig gesnoeid te worden. Eventueel na de bloei enkele oude takken verwijderen.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/amelanchier-laevis_src.jpg"
78,78,Dropplant Agastache Firebird,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Oktober September Augustus Juli Juni,BladGroen BladGrijs,BloemOranje,NietWintergroen,50,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/dropplant-firebird.jpg"
79,79,Dropplant Agastache barberi Firebird,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Oktober September Augustus Juli Juni,BladGroen BladGrijs,BloemOranje,NietWintergroen,50,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/product_2446_src.png"
80,80,Dropplant Agastache mexicana Mauve Beauty,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli,BladGroen BladGrijs,BloemRoze BloemRood,NietWintergroen,90,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4074_src.jpg"
81,81,Dropplant Agastache urticifolia,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli,BladGroen BladGrijs,BloemPaars BloemBlauw,NietWintergroen,90,Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Dropplant-winterharde-borderplant-geuren.png"
82,82,Duifkruid Scabiosa columbaria,Borderplanten,GeenVogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,September Augustus Juli Juni,BladGroen BladGrijs,BloemBlauw BloemPaars,Wintergroen,40,Halfschaduw Zon,Droog vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Duifkruid-paarse-tuinplant-vaste-plant-bloei.png"
83,83,Duizendblad Achillea,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen,BloemWit,NietWintergroen,60,Zon,Droog,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Gewoon-duizendblad-Achillea-millefolium-'Paprika'.jpeg"
84,84,Duizendblad Achillea Coronation Gold,Borderplanten,Vogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen BladGrijs,BloemGeel,NietWintergroen,100,Zon,Droog vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Coronation-Gold-duizendblad_Easy-Resize.com.jpg"
85,85,Duizendblad Achillea Credo,Borderplanten,Vogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen BladGrijs,BloemGeel,NietWintergroen,125,Zon,Droog vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Crede-ook-soort-duizendblad_1.jpg"
86,86,Duizendblad Achillea Feuerland,Borderplanten,Vogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen BladGrijs,BloemRood,NietWintergroen,125,Zon,Droog vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Achillea-oranje_Easy-Resize.com.jpg"
87,87,Duizendblad Achillea Hannelore Pahl,Borderplanten,Vogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen BladGrijs,BloemOranje,NietWintergroen,70,Zon,Droog,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_581_src.jpg"
88,88,Duizendblad Achillea Martina,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,September Augustus Juli Juni,BladGroen,BloemGeel BloemZwart,NietWintergroen,80,Zon,Droog vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_744_src.jpg"
89,89,Duizendblad Achillea Moonshine,Borderplanten,Vogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGrijs,BloemGeel,Wintergroen,60,Zon,Droog,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2311_src.jpg"
90,90,Duizendblad Achillea Taygetea,Borderplanten,Vogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen BladGrijs,BloemGeel,Wintergroen,50,Zon,Droog,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_294_src.jpg"
91,91,Duizendblad Achillea Terracotta,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen BladGrijs,BloemOranje BloemGeel,NietWintergroen,125,Zon,Droog vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3753_src.jpg"
92,92,Duizendblad Achillea Yellow,Borderplanten,Vogels,Bijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen BladGrijs,BloemGeel,NietWintergroen,100,Zon,Droog vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Duizendblad-Achillea-'Yellow'.png"
93,93,Duizendblad Achillea clavennae subsp integrifolia,Borderplanten,Vogels,GeenBijen,GeenVlinders,GeenEgels,GeenEekhoorns,Juni Juli,BladGrijs,BloemWit,Wintergroen,15,Zon,Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_985_src.jpg"
94,94,Duizendblad Achillea clypeolata Theo Ploeger,Borderplanten,Vogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus,BladGrijs,BloemGeel,Wintergroen,70,Zon,Droog,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1234_src.jpg"
95,95,duizendblad achillea filipendulina parker s variety/,Borderplanten,Vogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus,BladGroen BladGrijs,BloemGeel,NietWintergroen,125,Zon,Droog vochthoudend,Laag,"Het beste kunt u de plant iedere drie jaar opnemen, scheuren en herplanten om de bloemvorming te behouden.","https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Achilea-duizendblad-gele-bloemen-schermbloemen-border.png"
96,96,Duizendblad Achillea grandifolia,Borderplanten,Vogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Juli Augustus,BladGroen BladGrijs,BloemWit,NietWintergroen,125,Zon,Droog,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_373_src.jpg"
97,97,Duizendblad Achillea nobilis subsp neilreichii,Borderplanten,Vogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Juni Juli Augustus,BladGrijs,BloemGeel,NietWintergroen,30,Zon,Droog,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1642_src.jpg"
98,98,Duizendblad Achillea tomentosa,Borderplanten,Vogels,GeenBijen,Vlinders,GeenEgels,GeenEekhoorns,Augustus Juli Juni,BladGroen BladGrijs,BloemGeel,Wintergroen,20,Zon,Droog vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1002_src.jpg"
