,Name,Type,Birds,Bees,Butterflies,Hedgehogs,Squirrels,Flowering period,Leaf color,Flower color,Evergreen,Plant growth,Sun exposure,Soil moisture,Maintenance,Maintenance description,Photo
58,Cipressenkruid-Santolina-chamaecyparissus-var-nana,Borderplanten,,Ja,Ja,,,"Juli, Augustus",Grijs,Wit,Ja,40,Zon,Droog,,,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_591_src.jpg']"
59,Cipressenkruid-Santolina-rosmarinifolia,Borderplanten,,Ja,Ja,,,"Juli, Augustus",Blauw,Geel,Ja,50,Zon,Droog,Laag,In het voorjaar kunt u de stengels met 1/3 inkorten.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3368_src.jpg']"
60,Citroentijm-Thymus-x-citriodorus-Bertram-Anderson,Borderplanten,,Ja,,,,"Juni, Juli","Geel, Gemengd",Paars,Ja,10,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2100_src.jpg']"
61,Citroentijm-Thymus-x-citriodorus-Villa-Nova,Borderplanten,,Ja,Ja,,,"Juni, Juli","Geel, Gemengd",Paars,Ja,15,Zon,Droog-vochthoudend,Laag,"De plant is groenblijvend, snoei is niet nodig. Hooguit kan af en toe het oude, lelijk geworden blad weggeknipt worden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3844_src.jpg']"
62,Daglelie-Hemerocallis-Almatine,Borderplanten,,Ja,Ja,,,"Juni, Juli, Augustus",Groen,Paars,Nee,80,Zon,Droog-vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_487_src.jpg']"
63,Daglelie-Hemerocallis-Anzac,Borderplanten,,Ja,Ja,,,"Juni, Juli, Augustus",Groen,Rood,Nee,60,Zon,Droog-vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_728_src.jpg']"
64,Daglelie-Hemerocallis-Autumn-Red,Borderplanten,,Ja,Ja,,,"Augustus, Juli, Juni",Groen,"Rood, Bruin",Nee,70,Zon,Droog-vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_759_src.jpg']"
65,daglelie-hemerocallis-chloe-s-child/,Borderplanten,,Ja,Ja,,,"Augustus, Juli, Juni",Groen,Geel,Nee,70,Zon,Droog-vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_843_src.jpg']"
66,Daglelie-Hemerocallis-Gentle-Shepherd,Borderplanten,,Ja,Ja,,,"Juni, Juli, Augustus",Groen,Wit,Nee,80,Zon,Droog-vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_707_src.jpg']"
67,Daglelie-Hemerocallis-Pink-Damask,Borderplanten,,,Ja,,,"Juli, Augustus",Groen,Roze,Nee,100,"Zon, Halfschaduw",Droog-vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/tempFileForShare_20200715-082724.jpg']"
68,Daglelie-Hemerocallis-Rood,Borderplanten,,,Ja,,,"Juni, Juli",Groen,Rood,Nee,70,"Zon, Halfschaduw",Vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Hemerocallis-daglelie.jpg']"
69,Daglelie-Hemerocallis-Roze,Borderplanten,,,Ja,,,"Juli, Juni",Groen,Roze,Nee,100,"Zon, Halfschaduw",Droog-vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/tempFileForShare_20200715-082724.jpg']"
70,Daglelie-Hemerocallis-Summer-Wine,Borderplanten,,Ja,Ja,,,"Juni, Juli, Augustus",Groen,Rood,Nee,80,Zon,Droog-vochthoudend,Geen,De plant heeft geen speciale zorg nodig.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_642_src.jpg']"
71,Darwins-zuurbes-Berberis-darwinii,Heesters en Struiken,Ja,,,,,"Mei, Juni, April",Groen,Geel,Ja,150,Lichte / halfschaduw,Vochthoudend-vochtig,Gemiddeld,De plant hoeft niet echt gesnoeid te worden. Om de plant in model te houden kan men in het voorjaar en/of in de zomer de lange scheuten inkorten om de vorm van de plant te behouden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/image1.jpeg']"
72,Dik-vetkruid-Sedum-dasyphyllum,Borderplanten,Ja,Ja,Ja,,,"Juni, Juli",Grijs,Wit,Ja,5,Zon,Droog-vochthoudend,Laag,De plant kunt u het beste in de zomer niet teveel water geven. Wanneer u wel water gaat geven dan kunt u dat het beste s ochtends voor 10 uur doen. Dit heeft te maken met het het mogelijk optreden van een schimmel ( Volutella pachysandri) die tot uitval van de plant kan leiden. Door s ochtends te sproeien gaat de plant s avonds droog de nacht in.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_122_src.jpg']"
73,Doornloze-braam-Rubus-fruticosus-Black-Satin,Heesters en Struiken,,Ja,,,,"Mei, Juni",Groen,Wit,Nee,250,Zon,Droog-vochthoudend,Hoog,Na het planten de bestaande scheut insnoeien tot 30 cm boven de grond. De nieuwe scheuten die uit de grond komen aanbinden. Maximaal 4 scheuten per plant aanhouden. Het tweede jaar dragen deze scheuten vruchten. Ook het tweede jaar weer 4 nieuwe grondscheuten aanbinden. U heeft dan 4 vruchtdragende en 4 nieuwe scheuten. Na de oogst worden de gedragen scheuten geheel verwijderd. Zo kunt u jaren doorgaan.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/BlackSatin-Rubus-Braam.jpeg']"
74,Dovenetel-Lamium-garganicum,Borderplanten,Ja,Ja,,,,"Mei, Juni",Groen,Roze,Ja,25,"Schaduw, Halfschaduw",Droog-vochthoudend,Laag,"Na de bloei, maar pas als de plant lelijk wordt, terugknippen tot de grond. De plant loopt dan weer fris uit.",['https://cdn.zilvercms.nl/q80/http://yarinde.zilvercdn.nl/uploads/photo/img-fallback-image.png']
75,Dovenetel-Lamium-orvala,Borderplanten,Ja,Ja,,,,"Mei, Juni",Groen,"Roze, Paars",Ja,60,"Schaduw, Halfschaduw",Vochthoudend,Laag,"Na de bloei, maar pas als de plant lelijk wordt, terugknippen tot de grond. De plant loopt dan weer fris uit.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3332_src.jpg']"
76,Dovenetel-Lamium-orvala-Album,Borderplanten,Ja,Ja,,,,"Mei, Juni",Groen,Wit,Nee,40,"Schaduw, Halfschaduw",Vochthoudend,Laag,"Na de bloei, maar pas als de plant lelijk wordt, terugknippen tot de grond. De plant loopt dan weer fris uit.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3685_src.jpg']"
77,Drents-krentenboompje-Amelanchier-laevis,Heesters en Struiken,Ja,,,,,"April, Mei",Groen,Wit,Nee,400,"Halfschaduw, Zon",Vochthoudend,Gemiddeld,De plant hoeft weinig gesnoeid te worden. Eventueel na de bloei enkele oude takken verwijderen.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/amelanchier-laevis_src.jpg']"
78,Dropplant-Agastache-Firebird,Borderplanten,,Ja,Ja,,,"Oktober, September, Augustus, Juli, Juni","Groen, Grijs",Oranje,Nee,50,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/dropplant-firebird.jpg']"
79,Dropplant-Agastache-barberi-Firebird,Borderplanten,,Ja,Ja,,,"Oktober, September, Augustus, Juli, Juni","Groen, Grijs",Oranje,Nee,50,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/product_2446_src.png']"
80,Dropplant-Agastache-mexicana-Mauve-Beauty,Borderplanten,,Ja,Ja,,,"Augustus, Juli","Groen, Grijs","Roze, Rood",Nee,90,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_4074_src.jpg']"
81,Dropplant-Agastache-urticifolia,Borderplanten,,Ja,Ja,,,"Augustus, Juli","Groen, Grijs","Paars, Blauw",Nee,90,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Dropplant-winterharde-borderplant-geuren.png']"
82,Duifkruid-Scabiosa-columbaria,Borderplanten,,Ja,Ja,,,"September, Augustus, Juli, Juni","Groen, Grijs","Blauw, Paars",Ja,40,"Zon, Halfschaduw",Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Duifkruid-paarse-tuinplant-vaste-plant-bloei.png']"
83,Duizendblad-Achillea,Borderplanten,Ja,Ja,Ja,,,"Augustus, Juli, Juni",Groen,Wit,Nee,60,Zon,Droog,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Gewoon-duizendblad-Achillea-millefolium-'Paprika'.jpeg""]"
84,Duizendblad-Achillea-Coronation-Gold,Borderplanten,Ja,,Ja,,,"Augustus, Juli, Juni","Groen, Grijs",Geel,Nee,100,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Coronation-Gold-duizendblad_Easy-Resize.com.jpg']"
85,Duizendblad-Achillea-Credo,Borderplanten,Ja,,Ja,,,"Augustus, Juli, Juni","Groen, Grijs",Geel,Nee,125,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Crede-ook-soort-duizendblad_1.jpg']"
86,Duizendblad-Achillea-Feuerland,Borderplanten,Ja,,Ja,,,"Augustus, Juli, Juni","Groen, Grijs",Rood,Nee,125,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Achillea-oranje_Easy-Resize.com.jpg']"
87,Duizendblad-Achillea-Hannelore-Pahl,Borderplanten,Ja,,Ja,,,"Augustus, Juli, Juni","Groen, Grijs",Oranje,Nee,70,Zon,Droog,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_581_src.jpg']"
88,Duizendblad-Achillea-Martina,Borderplanten,Ja,,,,,"September, Augustus, Juli, Juni",Groen,"Geel, Zwart",Nee,80,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_744_src.jpg']"
89,Duizendblad-Achillea-Moonshine,Borderplanten,Ja,,Ja,,,"Juni, Juli, Augustus",Grijs,Geel,Ja,60,Zon,Droog,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2311_src.jpg']"
90,Duizendblad-Achillea-Taygetea,Borderplanten,Ja,,Ja,,,"Augustus, Juli, Juni","Groen, Grijs",Geel,Ja,50,Zon,Droog,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_294_src.jpg']"
91,Duizendblad-Achillea-Terracotta,Borderplanten,Ja,,,,,"Augustus, Juli, Juni","Groen, Grijs","Oranje, Geel",Nee,125,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3753_src.jpg']"
92,Duizendblad-Achillea-Yellow,Borderplanten,Ja,Ja,Ja,,,"Augustus, Juli, Juni","Groen, Grijs",Geel,Nee,100,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"[""https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Duizendblad-Achillea-'Yellow'.png""]"
93,Duizendblad-Achillea-clavennae-subsp-integrifolia,Borderplanten,Ja,,,,,"Juni, Juli",Grijs,Wit,Ja,15,Zon,Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_985_src.jpg']"
94,Duizendblad-Achillea-clypeolata-Theo-Ploeger,Borderplanten,Ja,,Ja,,,"Juli, Augustus",Grijs,Geel,Ja,70,Zon,Droog,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1234_src.jpg']"
95,duizendblad-achillea-filipendulina-parker-s-variety/,Borderplanten,Ja,,Ja,,,"Juli, Augustus","Groen, Grijs",Geel,Nee,125,Zon,Droog-vochthoudend,Laag,"Het beste kunt u de plant iedere drie jaar opnemen, scheuren en herplanten om de bloemvorming te behouden.","['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Achilea-duizendblad-gele-bloemen-schermbloemen-border.png']"
96,Duizendblad-Achillea-grandifolia,Borderplanten,Ja,,Ja,,,"Juli, Augustus","Groen, Grijs",Wit,Nee,125,Zon,Droog,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_373_src.jpg']"
97,Duizendblad-Achillea-nobilis-subsp-neilreichii,Borderplanten,Ja,,Ja,,,"Juni, Juli, Augustus",Grijs,Geel,Nee,30,Zon,Droog,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1642_src.jpg']"
98,Duizendblad-Achillea-tomentosa,Borderplanten,Ja,,Ja,,,"Augustus, Juli, Juni","Groen, Grijs",Geel,Ja,20,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1002_src.jpg']"
99,Duizendblad-Achillea-tomentosa-Grandiflora,Borderplanten,Ja,,Ja,,,"Augustus, Juli, Juni","Groen, Grijs",Geel,Ja,20,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1256_src.jpg']"
100,Duizendblad-Achillea-umbellata,Borderplanten,Ja,,,,,"Juni, Juli",Grijs,Wit,Ja,15,Zon,Vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_256_src.jpg']"
101,Duizendblad-Achillea-x-lewisii,Borderplanten,Ja,,Ja,,,"Juni, Juli, Augustus",Grijs,Geel,Ja,10,Zon,Droog-vochthoudend,Geen,De plant heeft geen bijzondere zorg nodig. Voorkom waterstagnatie in de winterperiode.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3710_src.jpg']"
102,Duizendknoop-Persicaria,Borderplanten,,Ja,Ja,,,"Oktober, September, Augustus, Juli, Juni",Groen,"Roze, Rood",Ja,25,"Zon, Halfschaduw",Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Duizendknoop-Persicaria-.jpg']"
103,Duizendknoop-Persicaria-Vacciniifolia,Borderplanten,Ja,,,,,"Juli, Augustus, September",Groen,Roze,Ja,20,Zon,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_942_src.jpg']"
104,Duizendknoop-Persicaria-affinis,Borderplanten,Ja,,,,,"Oktober, September, Augustus, Juli, Juni",Groen,"Roze, Rood",Ja,25,Zon,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_2778_src.jpg']"
105,Duizendknoop-Persicaria-affinis-Darjeeling-Red,Borderplanten,Ja,Ja,Ja,,,"Oktober, September, Augustus, Juli, Juni",Groen,"Roze, Rood",Ja,25,Zon,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Duizendknoop-Persicaria-affinis-Darjeeling-Red.jpg']"
106,Duizendknoop-Persicaria-affinis-Donald-Lowndes,Borderplanten,Ja,,,,,"Oktober, September, Augustus, Juli, Juni",Groen,Roze,Ja,25,Zon,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1291_src.jpg']"
107,Duizendknoop-Persicaria-affinis-Superba,Borderplanten,Ja,,,,,"Oktober, September, Augustus, Juli, Juni",Groen,"Roze, Rood",Ja,25,Zon,Vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3543_src.jpg']"
108,Duizendknoop-Persicaria-amplex-September-Spires,Borderplanten,Ja,,,,,"Oktober, September, Augustus, Juli",Groen,Paars,Nee,100,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3775_src.jpg']"
109,Duizendknoop-Persicaria-amplexicaulis,Borderplanten,Ja,,,,,"September, Augustus, Juli",Groen,"Paars, Rood",Nee,90,"Zon, Halfschaduw",Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Duizendknoop-rood-vaste-planten-zon-border.png']"
110,Duizendknoop-Persicaria-amplexicaulis-Alba,Borderplanten,Ja,,,,,"Juli, Augustus, September",Groen,Wit,Nee,90,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_1468_src.jpg']"
111,Duizendknoop-Persicaria-amplexicaulis-Firedance,Borderplanten,Ja,,,,,"Oktober, September, Augustus, Juli",Groen,Rood,Nee,100,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/product/images/Persicaria-Duizendknoop.jpg']"
112,Duizendknoop-Persicaria-amplexicaulis-Inverleith,Borderplanten,Ja,,,,,"September, Augustus, Juli, Juni",Groen,Rood,Nee,80,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_3629_src.jpg']"
113,Duizendknoop-Persicaria-amplexicaulis-Rosea,Borderplanten,Ja,,,,,"Juli, Augustus, September",Groen,Roze,Nee,90,Zon,Droog-vochthoudend,Laag,De plant sterft elke winter af en loopt in het voorjaar weer uit. Net voor het uitlopen kan het oude loof afgeknipt of weggehaald worden.,"['https://cdn.zilvercms.nl/330x221,fit,q80/http://yarinde.zilvercdn.nl/uploads/photo/product_323_src.jpg']"
